EJERCICIO;CENTRO GESTOR;SECCION;SERVICIO;FUNCIONAL;ECONOMICA;CAPITULO;FINANCIACION;DESCRIPCION;IMPORTE
2021;0100010000;0100;01;11A;16000;1;0101;SEGURIDAD SOCIAL (ADMINISTRACIÓN GENERAL);5661439
2021;0100010000;0100;01;11A;16200;1;0101;FORMACION Y PERFECCIONAMIENTO DEL PERSONAL (A.G.);43325
2021;0100010000;0100;01;11A;16202;1;0101;PREMIOS DE JUBILACION PERSONAL FUNCIONARIO (A.G.);53571
2021;0100010000;0100;01;11A;16304;1;0101;PREMIOS DE JUBILACIÓN (ADMÓN GENERAL);50411
2021;0100010000;0100;01;11A;17001;1;0101;INCREMENTO RETRIBUTIVO FIJO(ADMON. GENERAL);974639
2021;0100010000;0100;01;11A;19000;1;0101;ADMINISTRACIÓN GENERAL;2500000
2021;0100010000;0100;01;11A;20200;2;0101;ARRENDAMIENTOS DE EDIFICIOS Y OTRAS CONSTRUCCIONES;15000
2021;0100010000;0100;01;11A;21200;2;0101;EDIFICIOS Y OTRAS CONSTRUCCIONES;1462043
2021;0100010000;0100;01;11A;21300;2;0101;MAQUINARIA;196649
2021;0100010000;0100;01;11A;21301;2;0101;INSTALACIONES;13873
2021;0100010000;0100;01;11A;21400;2;0101;ELEMENTOS DE TRANSPORTE;30000
2021;0100010000;0100;01;11A;21600;2;0101;EQUIPOS DE PROCESOS Y TRANSMISIONES DE DATOS;160901
2021;0100010000;0100;01;11A;21601;2;0101;REPARACIÓN Y MANTENIMIENTO CENTROS PROCESO DATOS;59259
2021;0100010000;0100;01;11A;21602;2;0101;MANTENIMIENTO Y ADAPTACIÓN PROGRAMAS INFORMÁTICOS;193529
2021;0100010000;0100;01;11A;22000;2;0101;ORDINARIO NO INVENTARIABLE;120000
2021;0100010000;0100;01;11A;22001;2;0101;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;21000
2021;0100010000;0100;01;11A;22002;2;0101;MATERIAL INFORMATICO NO INVENTARIABLE;55000
2021;0100010000;0100;01;11A;22101;2;0101;AGUA;26000
2021;0100010000;0100;01;11A;22102;2;0101;GAS;3000
2021;0100010000;0100;01;11A;22103;2;0101;COMBUSTIBLE;70000
2021;0100010000;0100;01;11A;22104;2;0101;VESTUARIO;72000
2021;0100010000;0100;01;11A;22109;2;0101;OTROS SUMINISTROS;90000
2021;0100010000;0100;01;11A;22116;2;0101;ENERGÍA ELÉCTRICA CONTRATACIÓN CENTRALIZADA;2381940
2021;0100010000;0100;01;11A;22201;2;0101;POSTALES Y MENSAJERIA;100000
2021;0100010000;0100;01;11A;22204;2;0101;SERVICIOS DE ACCESO A DATOS Y COMUN.TRONCALES INF.;538778
2021;0100010000;0100;01;11A;22216;2;0101;TELEFÓNICAS CONTRATACIÓN CENTRALIZADA;491336
2021;0100010000;0100;01;11A;22309;2;0101;OTROS;15000
2021;0100010000;0100;01;11A;22501;2;0101;LOCALES;20000
2021;0100010000;0100;01;11A;22601;2;0101;ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS;99380
2021;0100010000;0100;01;11A;22602;2;0101;INFORMACION, DIVULGACION Y PUBLICIDAD;25000
2021;0100010000;0100;01;11A;22603;2;0101;JURIDICOS Y CONTENCIOSOS;15000
2021;0100010000;0100;01;11A;22606;2;0101;REUNIONES, CONFERENCIAS Y CURSOS;375878
2021;0100010000;0100;01;11A;22700;2;0101;LIMPIEZA Y ASEO;1062087
2021;0100010000;0100;01;11A;22701;2;0101;SEGURIDAD;846000
2021;0100010000;0100;01;11A;22704;2;0101;CUSTODIA, DEPOSITO Y ALMACENAJE;20000
2021;0100010000;0100;01;11A;22706;2;0101;ESTUDIOS Y TRABAJOS TECNICOS;1550000
2021;0100010000;0100;01;11A;22707;2;0101;EDICIÓN DE PUBLICACIONES;10000
2021;0100010000;0100;01;11A;22708;2;0101;ESTUDIOS Y TRABAJOS TÉCNICOS DEL ÁREA TIC;125577
2021;0100010000;0100;01;11A;22709;2;0101;OTROS;896945
2021;0100010000;0100;01;11A;22712;2;0101;TRADUCCIONES E INTERPRETACIONES;3000
2021;0100010000;0100;01;11A;23000;2;0101;DIETAS;209830
2021;0100010000;0100;01;11A;23100;2;0101;LOCOMOCION;155671
2021;0100010000;0100;01;11A;23200;2;0101;TRASLADOS;62825
2021;0100010000;0100;01;11A;23300;2;0101;OTRAS INDEMNIZACIONES;112937
2021;0100010000;0100;01;11A;41101;4;0101;AL INSTITUTO ANDALUZ DE ADMINISTRACION PUBLICA;7810402
2021;0100010000;0100;01;11A;41102;4;0101;A LA AGENCIA DIGITAL DE ANDALUCÍA;66099034
2021;0100010000;0100;01;11A;41401;4;0101;AL CONSORCIO FERNANDO DE LOS RÍOS;2666124
2021;0100010000;0100;01;11A;44484;4;0101;TF FPA CENTRO DE ESTUDIOS ANDALUCES;2818018
2021;0100010000;0100;01;11A;47103;4;0101;A EMPRESAS PRIVADAS;111600
2021;0100010000;0100;01;11A;48001;4;0101;PREMIOS, CONCURSOS Y CERTAMENES;50000
2021;0100010000;0100;01;11A;48004;4;0101;FUNDACIÓN NAO VICTORIA. V CENTENARIO CIRCUNNAVEGACIÓN DE LA TIERRA;50000
2021;0100010000;0100;01;11A;60300;6;0101;MAQUINARIA;46000
2021;0100010000;0100;01;11A;60300;6;0101;MAQUINARIA;70000
2021;0100010000;0100;01;11A;60300;6;0101;MAQUINARIA;160000
2021;0100010000;0100;01;11A;60500;6;0101;MOBILIARIO Y ENSERES;91500
2021;0100010000;0100;01;11A;60600;6;0101;ADQUISICIÓN EQUIPOS PARA PROCESAMIENTO INFORMACIÓN;103950
2021;0100010000;0100;01;11A;60600;6;0101;ADQUISICIÓN EQUIPOS PARA PROCESAMIENTO INFORMACIÓN;30000
2021;0100010000;0100;01;11A;60601;6;0101;ADQUISICIÓN DE EQUIPOS OFIMÁTICOS;195000
2021;0100010000;0100;01;11A;60602;6;0101;ADQUISICIÓN DE EQUIPOS DE TRASMISIONES DE DATOS;560000
2021;0100010000;0100;01;11A;60905;6;0101;APLICACIONES INFORMATICAS DESARROLLADAS A MEDIDA;754000
2021;0100010000;0100;01;11A;60905;6;0101;APLICACIONES INFORMATICAS DESARROLLADAS A MEDIDA;120000
2021;0100010000;0100;01;11A;60906;6;0101;PROGRAMAS INFORMÁTICOS BAJO LICENCIA;118000
2021;0100010000;0100;01;11A;60906;6;0101;PROGRAMAS INFORMÁTICOS BAJO LICENCIA;242000
2021;0100010000;0100;01;11A;60909;6;0101;OTRO INMOVILIZADO INMATERIAL;244000
2021;0100010000;0100;01;11A;60909;6;0101;OTRO INMOVILIZADO INMATERIAL;3484656
2021;0100010000;0100;01;11A;60909;6;0101;OTRO INMOVILIZADO INMATERIAL;1020000
2021;0100010000;0100;01;11A;60909;6;0101;OTRO INMOVILIZADO INMATERIAL;145000
2021;0100010000;0100;01;11A;66200;6;0101;EDIFICIOS Y OTRAS CONSTRUCCIONES;250000
2021;0100010000;0100;01;11A;66300;6;0101;MAQUINARIA;50000
2021;0100010000;0100;01;11A;66905;6;0101;APLICACIONES INFORMATICAS DESARROLLADAS A MEDIDA;470000
2021;0100010000;0100;01;11A;71101;7;0101;AL INSTITUTO ANDALUZ DE ADMINISTRACION PUBLICA;362000
2021;0100010000;0100;01;11A;71102;7;0101;A LA AGENCIA DIGITAL DE ANDALUCÍA;53817156
2021;0100010000;0100;01;11A;76008;7;0101;A AYUNTAMIENTOS;383993
2021;0100010000;0100;01;12A;10000;1;0101;RETRIBUCIONES DINERARIAS;127026
2021;0100010000;0100;01;12A;12000;1;0101;SUELDO DEL SUBGRUPO A1 (ADMINISTRACIÓN GENERAL);1672453
2021;0100010000;0100;01;12A;12001;1;0101;SUELDO DEL SUBGRUPO A2 (ADMINISTRACIÓN GENERAL);518232
2021;0100010000;0100;01;12A;12002;1;0101;SUELDO DEL SUBGRUPO C1 (ADMINISTRACIÓN GENERAL);804554
2021;0100010000;0100;01;12A;12003;1;0101;SUELDO DEL SUBGRUPO C2 (ADMINISTRACIÓN GENERAL);145484
2021;0100010000;0100;01;12A;12005;1;0101;TRIENIOS (ADMINISTRACIÓN GENERAL);700000
2021;0100010000;0100;01;12A;12100;1;0101;COMPLEMENTO DE DESTINO;2035702
2021;0100010000;0100;01;12A;12101;1;0101;COMPLEMENTO ESPECIFICO;3576420
2021;0100010000;0100;01;12A;15000;1;0101;PERSONAL FUNCIONARIO;160877
2021;0100010000;0100;01;12A;15100;1;0101;POR SERVICIOS EXTRAORDINARIOS;125000
2021;0100010000;0100;01;12A;16000;1;0101;SEGURIDAD SOCIAL (ADMINISTRACIÓN GENERAL);1950516
2021;0100010000;0100;01;12A;16202;1;0101;PREMIOS DE JUBILACION PERSONAL FUNCIONARIO (A.G.);51135
2021;0100010000;0100;01;12A;19000;1;0101;ADMINISTRACIÓN GENERAL;350641
2021;0100010000;0100;01;12A;22602;2;0101;INFORMACION, DIVULGACION Y PUBLICIDAD;30000
2021;0100010000;0100;01;12A;22603;2;0101;JURIDICOS Y CONTENCIOSOS;212000
2021;0100010000;0100;01;12A;22606;2;0101;REUNIONES, CONFERENCIAS Y CURSOS;35300
2021;0100010000;0100;01;12A;22609;2;0101;OTROS;27600
2021;0100010000;0100;01;12A;22706;2;0101;ESTUDIOS Y TRABAJOS TECNICOS;2650000
2021;0100010000;0100;01;12A;22707;2;0101;EDICIÓN DE PUBLICACIONES;18000
2021;0100010000;0100;01;12A;23300;2;0101;OTRAS INDEMNIZACIONES;83000
2021;0100010000;0100;01;12A;48200;4;0101;A FAMILIAS E INSTITUCIONES SIN FINES DE LUCRO;1713189
2021;0100010000;0100;01;12A;60905;6;0101;APLICACIONES INFORMATICAS DESARROLLADAS A MEDIDA;129418
2021;0100010000;0100;01;12C;12000;1;0101;SUELDO DEL SUBGRUPO A1 (ADMINISTRACIÓN GENERAL);31856
2021;0100010000;0100;01;12C;12001;1;0101;SUELDO DEL SUBGRUPO A2 (ADMINISTRACIÓN GENERAL);14006
2021;0100010000;0100;01;12C;12002;1;0101;SUELDO DEL SUBGRUPO C1 (ADMINISTRACIÓN GENERAL);53637
2021;0100010000;0100;01;12C;12005;1;0101;TRIENIOS (ADMINISTRACIÓN GENERAL);33147
2021;0100010000;0100;01;12C;12100;1;0101;COMPLEMENTO DE DESTINO;63210
2021;0100010000;0100;01;12C;12101;1;0101;COMPLEMENTO ESPECIFICO;110046
2021;0100010000;0100;01;12C;15000;1;0101;PERSONAL FUNCIONARIO;5524
2021;0100010000;0100;01;12C;16000;1;0101;SEGURIDAD SOCIAL (ADMINISTRACIÓN GENERAL);80000
2021;0100010000;0100;01;22B;10000;1;0101;RETRIBUCIONES DINERARIAS;127026
2021;0100010000;0100;01;22B;12000;1;0101;SUELDO DEL SUBGRUPO A1 (ADMINISTRACIÓN GENERAL);238922
2021;0100010000;0100;01;22B;12001;1;0101;SUELDO DEL SUBGRUPO A2 (ADMINISTRACIÓN GENERAL);224100
2021;0100010000;0100;01;22B;12002;1;0101;SUELDO DEL SUBGRUPO C1 (ADMINISTRACIÓN GENERAL);203820
2021;0100010000;0100;01;22B;12003;1;0101;SUELDO DEL SUBGRUPO C2 (ADMINISTRACIÓN GENERAL);636493
2021;0100010000;0100;01;22B;12005;1;0101;TRIENIOS (ADMINISTRACIÓN GENERAL);360117
2021;0100010000;0100;01;22B;12100;1;0101;COMPLEMENTO DE DESTINO;816105
2021;0100010000;0100;01;22B;12101;1;0101;COMPLEMENTO ESPECIFICO;1467312
2021;0100010000;0100;01;22B;13002;1;0101;SALARIOS GRUPO III;84838
2021;0100010000;0100;01;22B;13003;1;0101;SALARIOS GRUPO IV;52027
2021;0100010000;0100;01;22B;13005;1;0101;ANTIGUEDAD (INCLUIDO COMPLEM. PERSONAL NO ABSORB.);63240
2021;0100010000;0100;01;22B;13100;1;0101;COMPLEMENTO DE CATEGORIA;77838
2021;0100010000;0100;01;22B;13101;1;0101;COMPLEMENTO DE PUESTO DE TRABAJO;73954
2021;0100010000;0100;01;22B;13102;1;0101;COMPLEMENTO DE CONVENIO;49913
2021;0100010000;0100;01;22B;13109;1;0101;OTROS COMPLEMENTOS;13777
2021;0100010000;0100;01;22B;15000;1;0101;PERSONAL FUNCIONARIO;82855
2021;0100010000;0100;01;22B;15001;1;0101;PERSONAL LABORAL (ADMINISTRACIÓN GENERAL);3331
2021;0100010000;0100;01;22B;15003;1;0101;PERSONAL DE EMERGENCIAS;65000
2021;0100010000;0100;01;22B;15005;1;0101;PERSONAL DE SEGURIDAD;345862
2021;0100010000;0100;01;22B;15200;1;0101;POR SERVICIOS EXTRAORDINARIOS;21300
2021;0100010000;0100;01;22B;16000;1;0101;SEGURIDAD SOCIAL (ADMINISTRACIÓN GENERAL);1250000
2021;0100010000;0100;01;22B;16202;1;0101;PREMIOS DE JUBILACION PERSONAL FUNCIONARIO (A.G.);15225
2021;0100010000;0100;01;22B;20400;2;0101;ARRENDAMIENTOS DE ELEMENTOS DE TRANSPORTE;1500
2021;0100010000;0100;01;22B;21300;2;0101;MAQUINARIA;2000
2021;0100010000;0100;01;22B;21400;2;0101;ELEMENTOS DE TRANSPORTE;3000
2021;0100010000;0100;01;22B;21600;2;0101;EQUIPOS DE PROCESOS Y TRANSMISIONES DE DATOS;2400
2021;0100010000;0100;01;22B;22000;2;0101;ORDINARIO NO INVENTARIABLE;6000
2021;0100010000;0100;01;22B;22001;2;0101;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;18550
2021;0100010000;0100;01;22B;22103;2;0101;COMBUSTIBLE;7000
2021;0100010000;0100;01;22B;22104;2;0101;VESTUARIO;6000
2021;0100010000;0100;01;22B;22109;2;0101;OTROS SUMINISTROS;1500
2021;0100010000;0100;01;22B;22201;2;0101;POSTALES Y MENSAJERIA;4500
2021;0100010000;0100;01;22B;22501;2;0101;LOCALES;2000
2021;0100010000;0100;01;22B;22602;2;0101;INFORMACION, DIVULGACION Y PUBLICIDAD;18150
2021;0100010000;0100;01;22B;22606;2;0101;REUNIONES, CONFERENCIAS Y CURSOS;15000
2021;0100010000;0100;01;22B;22706;2;0101;ESTUDIOS Y TRABAJOS TECNICOS;129233
2021;0100010000;0100;01;22B;48003;4;0101;A FUNDACIÓN DEL TORO LIDIA PARA PROYECTO ANDALUZ DE TAUROMAQUIA;172500
2021;0100010000;0100;01;22B;48501;4;0101;ESCUELAS DE TAUROMAQUIA PEDRO ROMERO. FORMACION ALUMNADO;230000
2021;0100010000;0100;01;22B;48801;4;0101;COLEGIO PSICÓLOGOS AND. OCC. FORMAC. Y ASESOR. TEC. SITUAC. EMERGENCIA;30000
2021;0100010000;0100;01;22B;48802;4;0101;COLEGIO PSIC. AND. ORIENT. FORMAC. ASES. TECN. SITUACIONES EMERGENCIA;30000
2021;0100010000;0100;01;22B;66400;6;0101;ELEMENTOS DE TRANSPORTE;25000
2021;0100010000;0100;01;31J;10000;1;0101;RETRIBUCIONES DINERARIAS;62388
2021;0100010000;0100;01;31J;12000;1;0101;SUELDO DEL SUBGRUPO A1 (ADMINISTRACIÓN GENERAL);47784
2021;0100010000;0100;01;31J;12001;1;0101;SUELDO DEL SUBGRUPO A2 (ADMINISTRACIÓN GENERAL);112050
2021;0100010000;0100;01;31J;12002;1;0101;SUELDO DEL SUBGRUPO C1 (ADMINISTRACIÓN GENERAL);42910
2021;0100010000;0100;01;31J;12005;1;0101;TRIENIOS (ADMINISTRACIÓN GENERAL);60000
2021;0100010000;0100;01;31J;12100;1;0101;COMPLEMENTO DE DESTINO;128616
2021;0100010000;0100;01;31J;12101;1;0101;COMPLEMENTO ESPECIFICO;222878
2021;0100010000;0100;01;31J;15000;1;0101;PERSONAL FUNCIONARIO;10357
2021;0100010000;0100;01;31J;16000;1;0101;SEGURIDAD SOCIAL (ADMINISTRACIÓN GENERAL);155000
2021;0100010000;0100;01;31J;22602;2;0101;INFORMACION, DIVULGACION Y PUBLICIDAD;35000
2021;0100010000;0100;01;31J;22606;2;0101;REUNIONES, CONFERENCIAS Y CURSOS;50000
2021;0100010000;0100;01;31J;22706;2;0101;ESTUDIOS Y TRABAJOS TECNICOS;80000
2021;0100010000;0100;01;31J;22707;2;0101;EDICIÓN DE PUBLICACIONES;15000
2021;0100010000;0100;01;31J;22709;2;0101;OTROS;10000
2021;0100010000;0100;01;31J;23400;2;0101;CONSEJO DE COMUNIDADES ANDALUZAS;2000
2021;0100010000;0100;01;31J;44600;4;0101;AL RESTO ENT.INCL. CN SUBS.ADMON.REG.CA AND(S1312);3000
2021;0100010000;0100;01;31J;46100;4;0101;PREMIOS ANDALUCIA MIGRACIONES;3000
2021;0100010000;0100;01;31J;47102;4;0101;ANDALUCIA MIGRACIONES;3000
2021;0100010000;0100;01;31J;48102;4;0101;PREMIOS AND. MIGRACIONES A FAM. E INST. SIN FINES LUCRO;6000
2021;0100010000;0100;01;31J;48701;4;0101;PROMOCION;1400000
2021;0100010000;0100;01;31J;60909;6;0101;OTRO INMOVILIZADO INMATERIAL;53056
2021;0100010000;0100;01;31J;60909;6;0101;OTRO INMOVILIZADO INMATERIAL;66944
2021;0100010000;0100;01;31J;76400;7;0101;INFRAESTRUCTURAS PARA ATENCIÓN A PERSONAS INMIGRANTES;800000
2021;0100010000;0100;01;31J;76700;7;0101;A MANCOMUNIDADES;100000
2021;0100010000;0100;01;31J;76800;7;0101;INFRAESTRUCTURAS PARA ATENCIÓN A PERSONAS INMIGRANTES;100000
2021;0100010000;0100;01;52C;10000;1;0101;RETRIBUCIONES DINERARIAS;62388
2021;0100010000;0100;01;52C;12000;1;0101;SUELDO DEL SUBGRUPO A1 (ADMINISTRACIÓN GENERAL);254850
2021;0100010000;0100;01;52C;12001;1;0101;SUELDO DEL SUBGRUPO A2 (ADMINISTRACIÓN GENERAL);98044
2021;0100010000;0100;01;52C;12002;1;0101;SUELDO DEL SUBGRUPO C1 (ADMINISTRACIÓN GENERAL);107274
2021;0100010000;0100;01;52C;12003;1;0101;SUELDO DEL SUBGRUPO C2 (ADMINISTRACIÓN GENERAL);18186
2021;0100010000;0100;01;52C;12005;1;0101;TRIENIOS (ADMINISTRACIÓN GENERAL);104743
2021;0100010000;0100;01;52C;12100;1;0101;COMPLEMENTO DE DESTINO;312394
2021;0100010000;0100;01;52C;12101;1;0101;COMPLEMENTO ESPECIFICO;548343
2021;0100010000;0100;01;52C;15000;1;0101;PERSONAL FUNCIONARIO;24166
2021;0100010000;0100;01;52C;16000;1;0101;SEGURIDAD SOCIAL (ADMINISTRACIÓN GENERAL);403000
2021;0100010000;0100;01;52C;16202;1;0101;PREMIOS DE JUBILACION PERSONAL FUNCIONARIO (A.G.);6000
2021;0100010000;0100;01;52C;21301;2;0101;INSTALACIONES;76000
2021;0100010000;0100;01;52C;22001;2;0101;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;26215
2021;0100010000;0100;01;52C;22606;2;0101;REUNIONES, CONFERENCIAS Y CURSOS;35029
2021;0100010000;0100;01;52C;22612;2;0101;PUBLICIDAD INSTITUCIONAL;540000
2021;0100010000;0100;01;52C;22616;2;0101;CONTRATOS DE PATROCINIO INSTITUCIONAL;100000
2021;0100010000;0100;01;52C;22706;2;0101;ESTUDIOS Y TRABAJOS TECNICOS;120400
2021;0100010000;0100;01;52C;22709;2;0101;OTROS;9200
2021;0100010000;0100;01;52C;41301;4;0101;A LA AGENCIA PUBLICA EMPRESARIAL DE LA RADIO Y TELEVISION DE ANDALUCIA;6926000
2021;0100010000;0100;01;52C;44350;4;0101;TF CANAL SUR RADIO Y TELEVISIÓN S.A;133712050
2021;0100010000;0100;01;52C;46002;4;0101;PREMIOS, CONCURSOS Y CERTAMENES;4000
2021;0100010000;0100;01;52C;46003;4;0101;MANTENIMIENTO SERVICIO PÚBLICO RADIOFÓNICO MUNICIPAL;230000
2021;0100010000;0100;01;52C;47000;4;0101;PREMIOS, CONCURSOS Y CERTÁMENES. COMUNICACIÓN SOCIAL;8000
2021;0100010000;0100;01;52C;47102;4;0101;DESARROLLO ACTIVIDADES PREVENCIÓN DESINFORMACIÓN;300000
2021;0100010000;0100;01;52C;48000;4;0101;PREMIOS, CONCURSOS Y CERTÁMENES. COMUNICACIÓN SOCIAL;12000
2021;0100010000;0100;01;52C;48401;4;0101;ASOC.EMIS.MUN.R. Y TV. GASTOS FINANC. COSTES SV. COORD.MEDIOS PUBLICOS;153500
2021;0100010000;0100;01;52C;48404;4;0101;DESARROLLO ACTIVIDADES PREVENCIÓN DESINFORMACIÓN;100000
2021;0100010000;0100;01;52C;60300;6;0101;MAQUINARIA;90000
2021;0100010000;0100;01;52C;60905;6;0101;APLICACIONES INFORMATICAS DESARROLLADAS A MEDIDA;80000
2021;0100010000;0100;01;52C;60909;6;0101;OTRO INMOVILIZADO INMATERIAL;13645592
2021;0100010000;0100;01;52C;71301;7;0101;A LA AGENCIA PUBLICA EMPRESARIAL DE LA RADIO Y TELEVISION DE ANDALUCIA;940000
2021;0100010000;0100;01;52C;74350;7;0101;TF CANAL SUR RADIO Y TELEVISIÓN S.A;2550000
2021;0100010000;0100;01;82A;10000;1;0101;RETRIBUCIONES DINERARIAS;209434
2021;0100010000;0100;01;82A;11000;1;0101;RETRIBUCIONES;103139
2021;0100010000;0100;01;82A;12000;1;0101;SUELDO DEL SUBGRUPO A1 (ADMINISTRACIÓN GENERAL);143353
2021;0100010000;0100;01;82A;12001;1;0101;SUELDO DEL SUBGRUPO A2 (ADMINISTRACIÓN GENERAL);84038
2021;0100010000;0100;01;82A;12002;1;0101;SUELDO DEL SUBGRUPO C1 (ADMINISTRACIÓN GENERAL);139456
2021;0100010000;0100;01;82A;12005;1;0101;TRIENIOS (ADMINISTRACIÓN GENERAL);121397
2021;0100010000;0100;01;82A;12100;1;0101;COMPLEMENTO DE DESTINO;250536
2021;0100010000;0100;01;82A;12101;1;0101;COMPLEMENTO ESPECIFICO;453770
2021;0100010000;0100;01;82A;13001;1;0101;SALARIOS GRUPO II;14225
2021;0100010000;0100;01;82A;13005;1;0101;ANTIGUEDAD (INCLUIDO COMPLEM. PERSONAL NO ABSORB.);3165
2021;0100010000;0100;01;82A;13100;1;0101;COMPLEMENTO DE CATEGORIA;6340
2021;0100010000;0100;01;82A;13101;1;0101;COMPLEMENTO DE PUESTO DE TRABAJO;3320
2021;0100010000;0100;01;82A;13102;1;0101;COMPLEMENTO DE CONVENIO;5603
2021;0100010000;0100;01;82A;15000;1;0101;PERSONAL FUNCIONARIO;19333
2021;0100010000;0100;01;82A;15001;1;0101;PERSONAL LABORAL (ADMINISTRACIÓN GENERAL);238
2021;0100010000;0100;01;82A;16000;1;0101;SEGURIDAD SOCIAL (ADMINISTRACIÓN GENERAL);486880
2021;0100010000;0100;01;82A;16202;1;0101;PREMIOS DE JUBILACION PERSONAL FUNCIONARIO (A.G.);21246
2021;0100010000;0100;01;82A;22000;2;0101;ORDINARIO NO INVENTARIABLE;1010
2021;0100010000;0100;01;82A;22001;2;0101;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;4000
2021;0100010000;0100;01;82A;22201;2;0101;POSTALES Y MENSAJERIA;1150
2021;0100010000;0100;01;82A;22302;2;0101;ENTES PRIVADOS;1825
2021;0100010000;0100;01;82A;22606;2;0101;REUNIONES, CONFERENCIAS Y CURSOS;105750
2021;0100010000;0100;01;82A;22608;2;0101;PREMIOS, CONCURSOS Y CERTAMENES;1500
2021;0100010000;0100;01;82A;22611;2;0101;CUOTAS PARTICIP. ENT.Y ORG. NACIONALES E INTERNAC.;82189
2021;0100010000;0100;01;82A;22706;2;0101;ESTUDIOS Y TRABAJOS TECNICOS;44842
2021;0100010000;0100;01;82A;22707;2;0101;EDICIÓN DE PUBLICACIONES;50000
2021;0100010000;0100;01;82A;23400;2;0101;CONSEJO DE COMUNIDADES ANDALUZAS;18270
2021;0100010000;0100;01;82A;40500;4;0101;CASA ARABE E INSTITUTO INTERNACIONAL;60000
2021;0100010000;0100;01;82A;44103;4;0101;FOMENTO DE LA COOPERACION CON REGIONES PORTUGUESAS;120000
2021;0100010000;0100;01;82A;44107;4;0101;UNIVERSIDAD DE CÓRDOBA. GASTOS DEL CENTRO DE DOCUMENTACIÓN EUROPEA;60000
2021;0100010000;0100;01;82A;44108;4;0101;UNIVERSIDAD DE GRANADA. GASTOS DEL CENTRO DOCUMENTACIÓN EUROPEA;65000
2021;0100010000;0100;01;82A;44109;4;0101;UNIVERSIDAD DE SEVILLA. GASTOS DEL CENTRO DOCUMENTACIÓN EUROPEA;71250
2021;0100010000;0100;01;82A;44110;4;0101;UNIVERSIDAD DE ALMERÍA. CENTRO DE DOCUMENTACIÓN EUROPEA;25000
2021;0100010000;0100;01;82A;44111;4;0101;UNIVERSIDAD DE SEVILLA. CENTRO EUROPE DIRECT;25000
